"id","name","host_id","neighbourhood","latitude","longitude","room_type","price","number_of_reviews","host_listings","availability","rating","ward","availability_price","number_of_reviews_ltm"
47011083,"Beautiful Studio Apartment by Fort Totten Metro",36168268,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95822,-77.00065,"Private room",60,1,1,65,100,"Ward 5",3900,1
47029880,"Private apartment in beautiful H Street rowhouse",11818035,"Union Station, Stanton Park, Kingman Park",38.90301,-76.99463,"Entire home/apt",85,1,1,67,100,"Ward 6",5695,1
47031108,"Sunny 2BR w/chef’s kitchen, patio, east Capitol",189535978,"Capitol Hill, Lincoln Park",38.8809,-76.98486,"Entire home/apt",167,15,2,156,89,"Ward 6",26052,15
47043132,"Historic Townhome in the Heart of Capitol Hill",376939109,"Capitol Hill, Lincoln Park",38.88422,-76.99645,"Entire home/apt",350,0,2,1,NA,"Ward 6",350,0
47046501,"Entire apartment for you | Studio in Washington",368944610,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92104,-77.03229,"Entire home/apt",164,0,89,360,NA,"Ward 1",59040,0
47048681,"Cozy Capitol Hill Apt, Steps Away from US Capitol!",103599565,"Capitol Hill, Lincoln Park",38.88974,-77.00302,"Entire home/apt",400,0,1,89,NA,"Ward 6",35600,0
47048871,"Beautiful home in D.C minutes from H St N.E &more",371095019,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89778,-76.91595,"Entire home/apt",86,18,1,73,81,"Ward 7",6278,18
47052036,"Sojourn on the Circle | DuPont 1 Bedroom",39930655,"Dupont Circle, Connecticut Avenue/K Street",38.91051,-77.0431,"Entire home/apt",105,0,125,2,NA,"Ward 2",210,0
47052488,"StayAttache and StayJoyful in Dupont Circle",7650266,"Dupont Circle, Connecticut Avenue/K Street",38.9142,-77.04036,"Entire home/apt",121,2,41,65,90,"Ward 2",7865,2
47053573,"DuPont Circle Chic & Comfy 1 bedroom",56271020,"Dupont Circle, Connecticut Avenue/K Street",38.9095,-77.03818,"Entire home/apt",94,3,1,205,100,"Ward 2",19270,3
47062450,"Discounted Inauguration Week Hotel",56413033,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90304,-77.02769,"Private room",400,0,1,90,NA,"Ward 2",36000,0
47067516,"Beautiful City Living With Easy Access to Metro",380423906,"Mayfair, Hillbrook, Mahaning Heights",38.89928,-76.95154,"Entire home/apt",250,2,1,82,100,"Ward 7",20500,2
47069542,"CH6| 2 King Beds * Parking Incl. * WiFi & Netflix",170280723,"Capitol Hill, Lincoln Park",38.89160046,-76.99349946,"Entire home/apt",116,3,8,53,100,"Ward 6",6148,3
47072294,"1Bd Condo (not basement) DC Columbia Heights Metro",366258558,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93042,-77.0331,"Entire home/apt",72,0,2,55,NA,"Ward 1",3960,0
47073574,"Modern Living in NE DC!",340259440,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90145,-76.97645,"Entire home/apt",140,0,1,178,NA,"Ward 5",24920,0
47074315,"Sojourn on 5th Unit 201",39930655,"Capitol Hill, Lincoln Park",38.88079,-76.99943,"Entire home/apt",115,0,125,262,NA,"Ward 6",30130,0
47074904,"Luxury U st Loft",9293493,"Howard University, Le Droit Park, Cardozo/Shaw",38.91537,-77.0215,"Entire home/apt",125,0,1,88,NA,"Ward 1",11000,0
47092549,"Self Contained Studio - Close to Metro",31657955,"Friendship Heights, American University Park, Tenleytown",38.95499,-77.08909,"Entire home/apt",60,5,1,149,96,"Ward 3",8940,5
47092621,"Clean private condo with new furnishings",20168874,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90552,-77.031,"Entire home/apt",139,1,2,83,100,"Ward 2",11537,1
47093709,"Executive Retreat @ The Barbara of Capitol Hill",10427471,"Union Station, Stanton Park, Kingman Park",38.89461,-76.99345,"Entire home/apt",110,3,2,1,93,"Ward 6",110,3
47095663,"Modern 1BR Apt | Pool & Gym | Waterfront",30283594,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.86622,-77.01087,"Entire home/apt",179,0,34,365,NA,"Ward 6",65335,0
47095919,"Spacious 1BR Apt | Pool & Gym | Waterfront",30283594,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.86577,-77.01089,"Entire home/apt",179,0,34,365,NA,"Ward 6",65335,0
47101363,"Cozy apartment for you | 1BR in Washington",368944610,"Shaw, Logan Circle",38.90567,-77.02976,"Entire home/apt",196,0,89,360,NA,"Ward 2",70560,0
47107551,"Clean apartment home | 2BR in Washington",368944610,"Shaw, Logan Circle",38.90709,-77.03214,"Entire home/apt",243,0,89,204,NA,"Ward 2",49572,0
47107553,"Clean apartment home | 1BR in Washington",368944610,"Shaw, Logan Circle",38.90709,-77.03214,"Entire home/apt",180,0,89,360,NA,"Ward 2",64800,0
47107814,"Entire apartment for you | 1BR in Washington",368944610,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92104,-77.03229,"Entire home/apt",240,0,89,2,NA,"Ward 1",480,0
47115901,"Modern 1BR Apt | Pool&Gym | Foggy Bottom | by GLS",30283594,"West End, Foggy Bottom, GWU",38.90196,-77.04995,"Entire home/apt",233,1,34,364,100,"Ward 2",84812,1
47116092,"Spacious & Clean 1BR | Foggy Bottom DC | by GLS",30283594,"West End, Foggy Bottom, GWU",38.89992,-77.05033,"Entire home/apt",233,3,34,364,100,"Ward 2",84812,3
47116115,"Luxury One Bedroom Apt | Washington DC | by GLS",30283594,"West End, Foggy Bottom, GWU",38.9021,-77.04934,"Entire home/apt",233,1,34,365,20,"Ward 2",85045,1
47118890,"Spacious 2BR Near Capitol Hill & Metro w/ Pool",48005494,"Capitol Hill, Lincoln Park",38.87892,-76.98485,"Entire home/apt",143,1,203,254,100,"Ward 6",36322,1
47119294,"Trendy 2BR with Den in Washington DC w/...",48005494,"Capitol Hill, Lincoln Park",38.87895,-76.98615,"Entire home/apt",185,0,203,345,NA,"Ward 6",63825,0
47129968,"Spacious 2 Bd/2ba @ Capitol One Arena sleeps 10",356147297,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89811,-77.01804,"Entire home/apt",269,5,2,319,64,"Ward 2",85811,5
47130284,"Cozy apartment for you | 1BR in Washington",368944610,"Shaw, Logan Circle",38.90567,-77.02976,"Entire home/apt",175,0,89,193,NA,"Ward 2",33775,0
47130287,"Cozy apartment for you | 1BR in Washington",368944610,"Shaw, Logan Circle",38.90567,-77.02976,"Entire home/apt",206,0,89,360,NA,"Ward 2",74160,0
47130871,"Relax in comfort | 2BR in Washington",359230893,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91899,-77.00104,"Entire home/apt",154,0,292,360,NA,"Ward 5",55440,0
47134889,"Sojourn at The Paden | Capitol Hill | 202",39930655,"Capitol Hill, Lincoln Park",38.88061,-76.9949,"Entire home/apt",185,1,125,139,100,"Ward 6",25715,1
47137342,"Comfy, Quiet, and Close to Metro",44706521,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92925,-77.02328,"Private room",38,1,8,30,100,"Ward 1",1140,1
47137816,"Beautiful 2 Bed/1 Bath & Sofa Bed W/free parking",380302583,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90479,-76.9885,"Entire home/apt",115,9,1,350,100,"Ward 5",40250,9
47158328,"Bright, airy, Logan Circle studio WITH PARKING!",2387207,"Shaw, Logan Circle",38.90903,-77.03426,"Entire home/apt",200,0,3,0,NA,"Ward 2",0,0
47160233,"The Nine at Naylor Court",380967684,"Shaw, Logan Circle",38.90606,-77.02594,"Entire home/apt",139,6,1,16,97,"Ward 2",2224,6
47160427,"Sojourn | Foggy Bottom | #4",39930655,"Dupont Circle, Connecticut Avenue/K Street",38.90945,-77.04694,"Entire home/apt",107,3,125,297,100,"Ward 2",31779,3
47160436,"Sojourn | Foggy Bottom | #4",39930655,"Dupont Circle, Connecticut Avenue/K Street",38.90888,-77.04683,"Entire home/apt",87,1,125,296,100,"Ward 2",25752,1
47170569,"Cozy Condo in NE Eckington Neighborhood",10017908,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91889,-77.00244,"Entire home/apt",61,2,1,0,100,"Ward 5",0,2
47172964,"Spacious 1BR |  Full Kitchen | Pool | Gym |Washer",9419684,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.86741,-77.01092,"Entire home/apt",169,0,15,365,NA,"Ward 6",61685,0
47173893,"Luxury 1BR | Full Kitchen | Laundry | Pool | Gym",9419684,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.86772,-77.01059,"Entire home/apt",169,0,15,365,NA,"Ward 6",61685,0
47174397,"Luxury 1BR Apt | Full Kitchen | Pool | Laundry",9419684,"West End, Foggy Bottom, GWU",38.90034,-77.04868,"Entire home/apt",189,0,15,365,NA,"Ward 2",68985,0
47174654,"Luxury 1BR Apt | Full Kitchen | Gym | Near Metro",30283594,"West End, Foggy Bottom, GWU",38.90171,-77.0501,"Entire home/apt",197,3,34,61,80,"Ward 2",12017,3
47174785,"Modern | One Bedroom Apt | Full Kitchen | Wi-Fi",30283594,"West End, Foggy Bottom, GWU",38.90144,-77.04982,"Entire home/apt",202,0,34,61,NA,"Ward 2",12322,0
47174960,"Brand New 1BR | Full Kitchen | Laundry | Pool |Gym",9419684,"West End, Foggy Bottom, GWU",38.90027,-77.04856,"Entire home/apt",189,0,15,2,NA,"Ward 2",378,0
47175069,"Kid-friendly guest suite w/ parking and laundry",78253263,"Brookland, Brentwood, Langdon",38.93151,-76.98525,"Entire home/apt",65,5,1,96,100,"Ward 5",6240,5
47184566,"Urban Oasis with Stunning Views of the City.",26856348,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87868,-77.01502,"Entire home/apt",200,0,1,0,NA,"Ward 6",0,0
47191075,"Magnificent 1BR | Full Kitchen | Pool | Gym",9419684,"West End, Foggy Bottom, GWU",38.89991,-77.05004,"Entire home/apt",189,0,15,364,NA,"Ward 2",68796,0
47194146,"Charming one-bedroom unit, minutes from DC sites",65908145,"Howard University, Le Droit Park, Cardozo/Shaw",38.91488,-77.01839,"Entire home/apt",164,0,1,0,NA,"Ward 1",0,0
47196271,"BLACK SWAN | 14th & R | Executive Flat",127034950,"Shaw, Logan Circle",38.91394,-77.03064,"Entire home/apt",120,2,9,246,100,"Ward 2",29520,2
47196331,"BLACK SWAN | 14th & R | Executive ADA Flat",127034950,"Shaw, Logan Circle",38.91317,-77.03018,"Entire home/apt",143,3,9,267,80,"Ward 2",38181,3
47196818,"Cozy, Small Studio in the heart of Downtown, D.C.",381201274,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90553,-77.0265,"Entire home/apt",65,8,1,0,55,"Ward 2",0,8
47200147,"Sojourn | Foggy Bottom | #3",39930655,"West End, Foggy Bottom, GWU",38.90767,-77.04919,"Entire home/apt",106,0,125,359,NA,"Ward 2",38054,0
47200180,"Sojourn | Stylish 2 BR Hill Home | #407",39930655,"Capitol Hill, Lincoln Park",38.88032,-76.99928,"Entire home/apt",168,2,125,286,90,"Ward 6",48048,2
47206840,"Sunny Guesthouse H st, Union market, Gallaudet Uni",21168927,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90352,-76.98866,"Entire home/apt",181,0,1,71,NA,"Ward 5",12851,0
47217640,"Cozy Row House Located in Southwest Washington",381345645,"Congress Heights, Bellevue, Washington Highlands",38.8253,-77.01047,"Entire home/apt",110,0,1,74,NA,"Ward 8",8140,0
47221313,"Beautiful Private Apartment in Heart of DC",249704855,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90535,-77.01642,"Entire home/apt",61,15,4,312,96,"Ward 2",19032,15
47230845,"Deluxe prime location apt w/gym & rooftop",381431546,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90479,-77.01851,"Entire home/apt",79,7,1,3,89,"Ward 2",237,7
47235306,"Symon",38294216,"Congress Heights, Bellevue, Washington Highlands",38.82462,-76.99695,"Private room",47,0,2,76,NA,"Ward 8",3572,0
47236322,"Charming Capitol Hill Private English Basement",3899061,"Capitol Hill, Lincoln Park",38.87892,-76.98749,"Entire home/apt",100,10,1,0,100,"Ward 6",0,10
47236883,"Monica",38294216,"Congress Heights, Bellevue, Washington Highlands",38.82582,-76.99588,"Private room",47,0,2,365,NA,"Ward 8",17155,0
47238160,"Walk to Georgetown Bright New Burleith Studio",381477215,"Georgetown, Burleith/Hillandale",38.91538,-77.07349,"Entire home/apt",89,0,1,324,NA,"Ward 2",28836,0
47253265,"Quiet apartment in gorgeous downtown Victorian",58580305,"Howard University, Le Droit Park, Cardozo/Shaw",38.9167,-77.01995,"Entire home/apt",105,7,1,0,100,"Ward 1",0,7
47267524,"Inauguration Family Stay, 7 mins walk from Metro",16215612,"Brookland, Brentwood, Langdon",38.92881,-76.99114,"Entire home/apt",650,0,1,89,NA,"Ward 5",57850,0
47271360,"Cozy 2BR Traditional DC Home Blocks from Metro",33378245,"Capitol View, Marshall Heights, Benning Heights",38.88807,-76.93386,"Entire home/apt",170,6,2,88,97,"Ward 7",14960,6
47273654,"Beautiful townhome in NW DC",43650529,"Takoma, Brightwood, Manor Park",38.9567,-77.01483,"Entire home/apt",219,0,1,294,NA,"Ward 4",64386,0
47273655,"Modern Global Deco Basement Suite- Quiet Deanwood",381732517,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89921,-76.92579,"Entire home/apt",53,9,1,46,96,"Ward 7",2438,9
47276607,"PVT Luxury Bed and Bath near Union Market",55009,"Union Station, Stanton Park, Kingman Park",38.90291,-76.99593,"Private room",70,0,9,364,NA,"Ward 6",25480,0
47286904,"One Bedroom +den, in the heart of Capitol Hill",42392692,"Capitol Hill, Lincoln Park",38.88963,-76.99533,"Entire home/apt",145,13,1,132,100,"Ward 6",19140,13
47288710,"“My Friend’s Place”— A Poets Dream, Designer Condo",39086605,"Howard University, Le Droit Park, Cardozo/Shaw",38.91572,-77.02293,"Entire home/apt",182,7,1,49,94,"Ward 1",8918,7
47292265,"Flawless Sojourn Living on the Hill",39930655,"Union Station, Stanton Park, Kingman Park",38.89438,-76.99672,"Entire home/apt",408,1,125,280,100,"Ward 6",114240,1
47292571,"Flawless Sojourn Garden Apartment",39930655,"Union Station, Stanton Park, Kingman Park",38.89424,-76.99488,"Entire home/apt",116,2,125,289,100,"Ward 6",33524,2
47303475,"Capitol Hill Historic Town House in Best Location",155267910,"Capitol Hill, Lincoln Park",38.88193,-76.98226,"Entire home/apt",125,4,1,140,90,"Ward 6",17500,4
47310081,"Great Deal in Shaw",7785611,"Shaw, Logan Circle",38.9106,-77.01784,"Entire home/apt",80,0,1,142,NA,"Ward 2",11360,0
47312241,"Georgetown Condo with Private Patio",27553005,"Georgetown, Burleith/Hillandale",38.90993,-77.05125,"Entire home/apt",198,2,1,362,100,"Ward 2",71676,2
47327024,"Renovated condo near American U.",30729259,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.93063,-77.08486,"Entire home/apt",70,0,1,250,NA,"Ward 3",17500,0
47330193,"Bright Downtown 2BR w/ Gym, W/D, Doorman, walk to Metro, by Blueground",107434423,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90433,-77.03103,"Entire home/apt",240,0,130,112,NA,"Ward 2",26880,0
47330219,"Airy Downtown 2BR w/ Gym + W/D, Doorman, walk to Metro, by Blueground",107434423,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90433,-77.03103,"Entire home/apt",235,0,130,111,NA,"Ward 2",26085,0
47330493,"Entire townhouse - 2 bedrooms",160648609,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92476,-77.02534,"Entire home/apt",145,0,2,0,NA,"Ward 1",0,0
47330508,"Georgetown ! great views, shops walking distance",67475907,"Cathedral Heights, McLean Gardens, Glover Park",38.93353,-77.07279,"Entire home/apt",85,3,1,89,27,"Ward 3",7565,3
47331984,"Furnished 2BR in The Blackbird w/ Pool & Gym",48005494,"Capitol Hill, Lincoln Park",38.87876,-76.9858,"Entire home/apt",152,0,203,297,NA,"Ward 6",45144,0
47332814,"Charming home (full basement-only,  private entry)",250584180,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87749,-76.96205,"Entire home/apt",65,15,1,357,91,"Ward 7",23205,15
47333179,"Spacious 3BR in The Blackbird w/ Onsite Amenities",48005494,"Capitol Hill, Lincoln Park",38.88024,-76.98634,"Entire home/apt",235,0,203,2,NA,"Ward 6",470,0
47333979,"Beautiful 2BR with Den in DC Near Nat'l Mall w/...",48005494,"Capitol Hill, Lincoln Park",38.88092,-76.98638,"Entire home/apt",118,0,203,364,NA,"Ward 6",42952,0
47334344,"Beautiful, Cozy Studio Apartment in DC",205810538,"Brightwood Park, Crestwood, Petworth",38.95584,-77.03141,"Entire home/apt",89,2,1,88,100,"Ward 4",7832,2
47336176,"Georgetown New Renovation Stylin' Apartment",17633,"Georgetown, Burleith/Hillandale",38.909,-77.05837,"Entire home/apt",155,0,30,0,NA,"Ward 2",0,0
47336716,"Relax in comfort | 1BR in Washington",359230893,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91899,-77.00104,"Entire home/apt",111,0,292,360,NA,"Ward 5",39960,0
47338049,"Fusion of Luxury Living and Comfort In Georgetown",21570891,"Georgetown, Burleith/Hillandale",38.90718,-77.06351,"Entire home/apt",270,22,6,0,98,"Ward 2",0,22
47338148,"Cozy apartment for you | 1BR in Washington",368944610,"Shaw, Logan Circle",38.90567,-77.02976,"Entire home/apt",180,0,89,360,NA,"Ward 2",64800,0
47338844,"Luxe Modern Getaway in the Heart of Capitol Hill!",181205324,"Capitol Hill, Lincoln Park",38.88668,-76.99624,"Entire home/apt",105,9,2,210,93,"Ward 6",22050,9
47340385,"Charming Guest Suite w/ Parking Near Monuments",94851625,"Capitol View, Marshall Heights, Benning Heights",38.88818,-76.93192,"Entire home/apt",76,6,1,53,97,"Ward 7",4028,6
47341508,"Beautifully Appointed Designer Rowhome Near Capitol Hill • Lincoln Park",382237869,"Union Station, Stanton Park, Kingman Park",38.89594,-76.98705,"Entire home/apt",181,14,2,157,94,"Ward 6",28417,14
47344011,"NoMA Entire 3-BR Townhome • Union Market • H St / DC Streetcar",382254944,"Union Station, Stanton Park, Kingman Park",38.9035,-76.99493,"Entire home/apt",141,16,1,152,96,"Ward 6",21432,16
47344674,"Designed Room in Capitol Hill with Outdoor Space",294545484,"Capitol Hill, Lincoln Park",38.88372,-76.99292,"Private room",55,0,71,355,NA,"Ward 6",19525,0
47344898,"Refreshing Designer Flat Near Capitol Hill • Lincoln Park • Union Market",382237869,"Union Station, Stanton Park, Kingman Park",38.89375,-76.98736,"Entire home/apt",97,8,2,158,98,"Ward 6",15326,8
47350016,"Classy Stay in Northwest Washington DC",68062915,"Cathedral Heights, McLean Gardens, Glover Park",38.93816,-77.07776,"Entire home/apt",85,2,1,0,100,"Ward 3",0,2
47354501,"English Basement on Capitol Hill DC",46544380,"Capitol Hill, Lincoln Park",38.88359,-77.00315,"Entire home/apt",175,0,1,0,NA,"Ward 6",0,0
47356349,"Charming 3 BR Home in Historic Congress Heights",30932675,"Douglas, Shipley Terrace",38.84829,-76.97635,"Entire home/apt",95,9,2,87,91,"Ward 8",8265,9
47357606,"Cozy Studio in Historic Congress Heights",30932675,"Douglas, Shipley Terrace",38.84938,-76.97627,"Private room",50,1,2,88,100,"Ward 8",4400,1
47361189,"Cozy Private Apartment, Perfect Base To Explore DC",14837887,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92729,-76.99823,"Entire home/apt",79,4,1,81,100,"Ward 5",6399,4
47375870,"Cozy apartment for you | 2BR in Washington",368944610,"Shaw, Logan Circle",38.90567,-77.02976,"Entire home/apt",222,0,89,323,NA,"Ward 2",71706,0
47375873,"Entire apartment for you | Studio in Washington",368944610,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92104,-77.03229,"Entire home/apt",203,0,89,2,NA,"Ward 1",406,0
47388210,"Private 1 bedroom modern apartment in NW DC",104720875,"Takoma, Brightwood, Manor Park",38.96788,-77.02204,"Entire home/apt",73,1,2,154,100,"Ward 4",11242,1
47389631,"Family-friendly basement suite w/ laundry, parking",382567792,"Takoma, Brightwood, Manor Park",38.9668,-77.024,"Entire home/apt",45,0,2,50,NA,"Ward 4",2250,0
47391929,"Remodeled 1 Bedroom , Amazing Location",4398452,"Union Station, Stanton Park, Kingman Park",38.90505,-76.99804,"Entire home/apt",103,9,2,83,98,"Ward 6",8549,9
47392896,"Welcome home",69880577,"Brightwood Park, Crestwood, Petworth",38.94833,-77.01985,"Entire home/apt",300,1,1,0,100,"Ward 4",0,1
47395441,"CH7| Capitol Hill Getaway | WiFi, Dogs OK| Roku TV",170280723,"Capitol Hill, Lincoln Park",38.88746988,-76.99313274,"Entire home/apt",101,1,8,32,100,"Ward 6",3232,1
47404042,"Entire 2 Bedroom/ 2 Bathroom unit (Heart of SHAW)",377569030,"Howard University, Le Droit Park, Cardozo/Shaw",38.91457,-77.02123,"Entire home/apt",214,7,1,269,100,"Ward 1",57566,7
47407322,"Bright, Open, Contemporary InLaw Suite in Petworth",16470890,"Brightwood Park, Crestwood, Petworth",38.95346,-77.01381,"Entire home/apt",119,7,1,72,94,"Ward 4",8568,7
47412745,"Capitol South English Basement",8591234,"Capitol Hill, Lincoln Park",38.88596,-77.00544,"Entire home/apt",103,5,10,28,96,"Ward 6",2884,5
47413352,"Akima Apt",121699994,"Brightwood Park, Crestwood, Petworth",38.93644,-77.02587,"Entire home/apt",150,0,1,321,NA,"Ward 4",48150,0
47422515,"Cozy modern 1-bedroom (w/ Backyard & Parking!)",44251938,"Brightwood Park, Crestwood, Petworth",38.94077,-77.01723,"Entire home/apt",45,9,2,0,93,"Ward 4",0,9
47422629,"Sojourn on 19th-7",39930655,"Dupont Circle, Connecticut Avenue/K Street",38.91318,-77.04315,"Entire home/apt",90,4,125,322,100,"Ward 2",28980,4
47423245,"Great studio in the Capital Hill section of DC",198556725,"Capitol Hill, Lincoln Park",38.88628,-76.98267,"Private room",60,0,4,364,NA,"Ward 6",21840,0
47423606,"A place of your own | 1BR in Washington",359230893,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95287,-77.00151,"Entire home/apt",101,0,292,360,NA,"Ward 5",36360,0
47427411,"Posh 1 BR Expansive Corner Unit DC Condo",42598043,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89934,-77.0164,"Entire home/apt",145,2,3,7,100,"Ward 2",1015,2
47430967,"DC-BEST Basement Apartment",268618822,"Brookland, Brentwood, Langdon",38.92859,-76.97322,"Entire home/apt",98,2,3,0,100,"Ward 5",0,2
47432610,"Neighborhood within walking distance to everything",187378476,"Howard University, Le Droit Park, Cardozo/Shaw",38.91489,-77.02351,"Entire home/apt",200,0,2,365,NA,"Ward 1",73000,0
47432743,"Studio Apartment",171515723,"Capitol Hill, Lincoln Park",38.88842,-76.97886,"Entire home/apt",120,0,1,90,NA,"Ward 6",10800,0
47445261,"Private room in cozy house near Union Station",348841325,"Union Station, Stanton Park, Kingman Park",38.89839,-76.99985,"Private room",89,2,3,10,100,"Ward 6",890,2
47451426,"Spacious Modern Oasis ~ in the heart of DC",383058773,"Historic Anacostia",38.8658,-76.98126,"Entire home/apt",219,3,1,57,93,"Ward 8",12483,3
47452795,"Basement chill",50533340,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94393,-77.00277,"Private room",50,8,4,348,78,"Ward 5",17400,8
47466350,"Brookland/CUA Basement Apt w Parking! ♢ 1bd | 1ba",10532814,"North Michigan Park, Michigan Park, University Heights",38.94101,-76.99119,"Entire home/apt",107,9,5,29,91,"Ward 5",3103,9
47467694,"Foggy Bottom DC | One Bedroom Apartment | by GLS",30283594,"West End, Foggy Bottom, GWU",38.89986,-77.0485,"Entire home/apt",197,0,34,61,NA,"Ward 2",12017,0
47467719,"Luxury | 1BR Apartment | Georgetown DC| by GLS",30283594,"West End, Foggy Bottom, GWU",38.89962,-77.04873,"Entire home/apt",202,1,34,61,100,"Ward 2",12322,1
47469231,"Private Guest Suite w/Full Bath (PET Friendly!)",13401741,"Woodridge, Fort Lincoln, Gateway",38.93744,-76.97676,"Entire home/apt",75,6,1,146,100,"Ward 5",10950,6
47469524,"Basement Apartment in Historic Anacostia/DC Home",41509137,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86748,-76.98457,"Entire home/apt",65,0,1,0,NA,"Ward 7",0,0
47487277,"Beautiful new condo - private bedroom/bath",38694549,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90519,-76.99207,"Private room",70,0,1,364,NA,"Ward 5",25480,0
47488224,"Stylish 2BR w/ Den in Washington DC w/ Gym +...",48005494,"Capitol Hill, Lincoln Park",38.88055,-76.98592,"Entire home/apt",118,0,203,364,NA,"Ward 6",42952,0
47491049,"Bright 2BR in Washington DC w/ Amenities + Pets OK",48005494,"Capitol Hill, Lincoln Park",38.8809,-76.98584,"Entire home/apt",110,1,203,365,100,"Ward 6",40150,1
47491800,"Upscale 2BR w/ Den in The Blackbird Near Metro Stn",48005494,"Capitol Hill, Lincoln Park",38.87865,-76.98585,"Entire home/apt",176,0,203,352,NA,"Ward 6",61952,0
47495263,"Brand New Apartment 2 Blocks from Metro",121774640,"Capitol View, Marshall Heights, Benning Heights",38.88578,-76.93622,"Entire home/apt",83,4,1,87,100,"Ward 7",7221,4
47498455,"Gorgeous Nest",383399604,"Brightwood Park, Crestwood, Petworth",38.95969,-77.02961,"Entire home/apt",34,14,1,244,94,"Ward 4",8296,14
47506965,"Entire One Bedroom Apartment",14170547,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92168,-77.03562,"Entire home/apt",85,4,1,84,95,"Ward 1",7140,4
47530626,"Entire apartment for you | 1BR in Washington",368944610,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92104,-77.03229,"Entire home/apt",210,0,89,359,NA,"Ward 1",75390,0
47530627,"Entire apartment for you | 1BR in Washington",368944610,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92104,-77.03229,"Entire home/apt",209,0,89,360,NA,"Ward 1",75240,0
47530629,"Entire apartment for you | Studio in Washington",368944610,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92104,-77.03229,"Entire home/apt",167,0,89,330,NA,"Ward 1",55110,0
47530630,"Entire apartment for you | 2BR in Washington",368944610,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92104,-77.03229,"Entire home/apt",261,0,89,349,NA,"Ward 1",91089,0
47530631,"Entire apartment for you | 2BR in Washington",368944610,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92104,-77.03229,"Entire home/apt",275,0,89,360,NA,"Ward 1",99000,0
47538203,"Fresh & NEW • Guest Suite of Historic Row House",2838210,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9145,-77.00869,"Entire home/apt",103,19,1,53,99,"Ward 5",5459,19
47547150,"Adams Morgan townhouse w/ parking on quaint street",1397804,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92591,-77.04071,"Entire home/apt",214,0,1,65,NA,"Ward 1",13910,0
47548579,"LARGE Fab Basement Apartment in Petworth!!",140643176,"Brightwood Park, Crestwood, Petworth",38.95025,-77.02102,"Entire home/apt",85,0,1,331,NA,"Ward 4",28135,0
